Timestamp,Vehicle_Count,Traffic_Speed_kmh,Road_Occupancy_%,Traffic_Light_State,Weather_Condition,Accident_Report,Traffic_Condition,Hour,DayOfWeek,Date
2024-03-01 02:55:00,57,78.34660844722822,10.343836706850992,Red,Rain,1,High,2,Friday,2024-03-01
2024-03-01 03:00:00,52,72.67421356190098,82.63390703511475,Green,Rain,0,High,3,Friday,2024-03-01
2024-03-01 03:05:00,167,25.97242404909632,73.0927863433374,Green,Fog,0,Medium,3,Friday,2024-03-01
2024-03-01 03:10:00,197,75.04964465908137,80.57636222919484,Green,Rain,0,High,3,Friday,2024-03-01
2024-03-01 03:15:00,120,28.45428068369029,88.91625854493435,Red,Rain,1,High,3,Friday,2024-03-01
2024-03-01 03:20:00,100,27.5204732653235,65.0461003723046,Red,Fog,0,Medium,3,Friday,2024-03-01
2024-03-01 03:25:00,287,52.86087348008984,36.13426324812147,Green,Rain,0,High,3,Friday,2024-03-01
2024-03-01 03:30:00,69,38.21844785174002,74.93906729152008,Green,Rain,0,Medium,3,Friday,2024-03-01
2024-03-01 03:35:00,145,41.96284794497191,39.80280635029857,Yellow,Rain,0,Medium,3,Friday,2024-03-01
2024-03-01 03:40:00,284,7.029178890541983,98.42862842720132,Green,Rain,0,High,3,Friday,2024-03-01
2024-03-01 03:45:00,79,60.28169792627553,40.184704954994814,Red,Rain,0,Low,3,Friday,2024-03-01
2024-03-01 03:50:00,11,9.319160749520844,22.47702105867736,Green,Fog,0,High,3,Friday,2024-03-01
2024-03-01 03:55:00,271,23.190552504015525,45.034081468371255,Green,Fog,1,High,3,Friday,2024-03-01
2024-03-01 04:00:00,225,73.80382207885744,49.80791603476349,Red,Rain,0,High,4,Friday,2024-03-01
2024-03-01 04:05:00,280,41.0712666490924,96.41704433896126,Red,Clear,0,High,4,Friday,2024-03-01
2024-03-01 04:10:00,46,41.35789622022762,13.839692307105942,Yellow,Fog,0,Low,4,Friday,2024-03-01
2024-03-01 04:15:00,73,52.21648822344631,83.16622838296281,Yellow,Fog,0,High,4,Friday,2024-03-01
2024-03-01 04:20:00,144,45.6098953431605,47.9161781837563,Green,Fog,0,Medium,4,Friday,2024-03-01
2024-03-01 04:25:00,26,57.46718726223782,13.728001546595104,Green,Fog,0,Low,4,Friday,2024-03-01
2024-03-01 04:30:00,299,16.81106266575573,64.80429861209922,Green,Fog,0,High,4,Friday,2024-03-01
2024-03-01 04:35:00,154,22.818286277297425,50.716088017467264,Yellow,Rain,0,Medium,4,Friday,2024-03-01
2024-03-01 04:40:00,151,42.13486623161436,68.15273982778378,Yellow,Fog,0,Medium,4,Friday,2024-03-01
2024-03-01 04:45:00,150,43.632900434981096,13.381769109148305,Green,Clear,0,Medium,4,Friday,2024-03-01
2024-03-01 04:50:00,224,44.02835099746424,56.79673116022704,Green,Clear,0,High,4,Friday,2024-03-01
2024-03-01 04:55:00,293,32.2650409833992,92.77027574037837,Green,Rain,1,High,4,Friday,2024-03-01
2024-03-01 05:00:00,57,20.330510726738027,28.89163122998877,Yellow,Clear,0,Medium,5,Friday,2024-03-01
2024-03-01 05:05:00,286,51.55835982917331,99.64162215486093,Green,Rain,0,High,5,Friday,2024-03-01
2024-03-01 05:10:00,73,5.235374417868684,93.55531179975526,Green,Fog,0,High,5,Friday,2024-03-01
2024-03-01 05:15:00,14,18.70803741213166,42.96812517690884,Yellow,Rain,1,High,5,Friday,2024-03-01
2024-03-01 05:20:00,265,24.33924682493923,83.91090395688519,Yellow,Rain,0,High,5,Friday,2024-03-01
2024-03-01 05:25:00,56,65.82208947578665,80.97585857974069,Green,Clear,0,High,5,Friday,2024-03-01
2024-03-01 05:30:00,144,40.82501541871341,46.33998563123546,Green,Fog,0,Medium,5,Friday,2024-03-01
2024-03-01 05:35:00,115,16.839692438276156,93.73114037263396,Green,Fog,0,High,5,Friday,2024-03-01
2024-03-01 05:40:00,11,44.26966120843294,62.258861054791495,Green,Fog,0,Medium,5,Friday,2024-03-01
2024-03-01 05:45:00,234,43.86167334021748,98.6140278342933,Red,Fog,0,High,5,Friday,2024-03-01
2024-03-01 05:50:00,246,12.333480518893056,92.514586669118,Red,Fog,0,High,5,Friday,2024-03-01
2024-03-01 05:55:00,13,8.567387828650014,77.26564970712401,Red,Fog,0,High,5,Friday,2024-03-01
2024-03-01 06:00:00,176,60.36147621184783,31.246595913538023,Green,Clear,0,Medium,6,Friday,2024-03-01
2024-03-01 06:05:00,176,76.1008085232942,95.37055178754484,Green,Rain,0,High,6,Friday,2024-03-01
2024-03-01 06:10:00,95,18.24923855695157,20.996498078658263,Yellow,Clear,0,High,6,Friday,2024-03-01
2024-03-01 06:15:00,54,77.8792493518617,26.052238212547064,Red,Fog,0,Low,6,Friday,2024-03-01
2024-03-01 06:20:00,200,37.78574147628989,78.31278088723474,Red,Rain,0,Medium,6,Friday,2024-03-01
2024-03-01 06:25:00,236,66.90866594654275,15.460302206921815,Red,Rain,0,High,6,Friday,2024-03-01
2024-03-01 06:30:00,147,11.623676967032296,93.09049154429523,Yellow,Clear,0,High,6,Friday,2024-03-01
2024-03-01 06:35:00,155,21.143661842276124,97.5150923158531,Yellow,Rain,0,High,6,Friday,2024-03-01
2024-03-01 06:40:00,81,68.87961408691379,44.07587049607932,Red,Clear,1,High,6,Friday,2024-03-01
2024-03-01 06:45:00,255,24.749644051236466,66.79166610157546,Green,Rain,0,High,6,Friday,2024-03-01
2024-03-01 06:50:00,56,47.60108465146755,90.00809423653786,Red,Fog,0,High,6,Friday,2024-03-01
2024-03-01 06:55:00,99,42.31579683056478,69.41972209214416,Green,Fog,0,Medium,6,Friday,2024-03-01
2024-03-01 07:00:00,204,72.28233218705788,13.803503943372704,Green,Fog,0,High,7,Friday,2024-03-01
2024-03-01 07:05:00,276,44.72670945542277,75.0917986349789,Yellow,Rain,0,High,7,Friday,2024-03-01
2024-03-01 07:10:00,12,33.48544461921523,92.08795275754947,Green,Rain,0,High,7,Friday,2024-03-01
2024-03-01 07:15:00,258,46.10589016548361,46.184200746738,Green,Rain,0,High,7,Friday,2024-03-01
2024-03-01 07:20:00,50,76.49639096987447,51.086794345997525,Yellow,Rain,1,High,7,Friday,2024-03-01
2024-03-01 07:25:00,243,18.77766727045603,36.33253143866247,Red,Clear,0,High,7,Friday,2024-03-01
2024-03-01 07:30:00,146,7.564113951555127,20.99944089650604,Yellow,Fog,1,High,7,Friday,2024-03-01
2024-03-01 07:35:00,238,18.507264706515365,11.60467710480589,Yellow,Fog,0,High,7,Friday,2024-03-01
2024-03-01 07:40:00,182,12.364228885211125,23.06227864544215,Green,Rain,0,High,7,Friday,2024-03-01
2024-03-01 07:45:00,89,10.7753704319958,36.47811109770807,Yellow,Rain,0,High,7,Friday,2024-03-01
2024-03-01 07:50:00,113,28.5149956513012,71.2132812317127,Red,Rain,1,High,7,Friday,2024-03-01
2024-03-01 07:55:00,225,6.801842179656013,83.08514437541739,Red,Rain,0,High,7,Friday,2024-03-01
2024-03-01 08:00:00,69,32.70315419384916,22.79518358940257,Yellow,Fog,0,Medium,8,Friday,2024-03-01
2024-03-01 08:05:00,258,19.91420658114672,56.73383144888479,Yellow,Rain,0,High,8,Friday,2024-03-01
2024-03-01 08:10:00,163,15.4537385704169,78.79140305352313,Red,Fog,0,High,8,Friday,2024-03-01
2024-03-01 08:15:00,32,39.48048269952872,94.7018410364765,Red,Rain,0,High,8,Friday,2024-03-01
2024-03-01 08:20:00,248,39.37149026561634,16.44037795887595,Green,Rain,0,High,8,Friday,2024-03-01
2024-03-01 08:25:00,187,53.52341624025693,91.56789853687586,Yellow,Rain,0,High,8,Friday,2024-03-01
2024-03-01 08:30:00,230,56.564507665474615,36.35492680974481,Red,Fog,0,High,8,Friday,2024-03-01
2024-03-01 08:35:00,254,14.562958348882184,71.88242576194519,Yellow,Fog,0,High,8,Friday,2024-03-01
2024-03-01 08:40:00,176,43.39658174229107,78.61973699948632,Red,Fog,0,Medium,8,Friday,2024-03-01
2024-03-01 08:45:00,167,47.28470135990441,90.51235321751098,Yellow,Clear,0,High,8,Friday,2024-03-01
2024-03-01 08:50:00,267,29.513286334499195,49.86942102738581,Yellow,Fog,0,High,8,Friday,2024-03-01
2024-03-01 08:55:00,206,18.85661946950744,75.24380759018949,Green,Fog,1,High,8,Friday,2024-03-01
2024-03-01 09:00:00,43,8.35483649210628,80.9586846464575,Yellow,Fog,0,High,9,Friday,2024-03-01
2024-03-01 09:05:00,202,12.857793827652667,71.25413962072773,Red,Rain,0,High,9,Friday,2024-03-01
2024-03-01 09:10:00,66,79.02215440527998,35.22987207569021,Green,Rain,0,Low,9,Friday,2024-03-01
2024-03-01 09:15:00,166,48.64734003049677,44.74205489598403,Green,Fog,0,Medium,9,Friday,2024-03-01
2024-03-01 09:20:00,253,6.997656426615949,51.36569731886526,Green,Rain,0,High,9,Friday,2024-03-01
2024-03-01 09:25:00,274,29.906190798036256,90.26598984977508,Red,Rain,0,High,9,Friday,2024-03-01
2024-03-01 09:30:00,44,44.51791608738469,86.32980533599455,Yellow,Rain,0,High,9,Friday,2024-03-01
2024-03-01 09:35:00,55,36.05004148529005,22.953003272860336,Red,Rain,0,Medium,9,Friday,2024-03-01
2024-03-01 09:40:00,257,71.51826609249326,28.941243880434552,Yellow,Rain,0,High,9,Friday,2024-03-01
2024-03-01 09:45:00,22,45.31782146472661,73.24397387333073,Red,Rain,1,High,9,Friday,2024-03-01
2024-03-01 09:50:00,293,45.45171078554882,65.2485032899281,Green,Fog,0,High,9,Friday,2024-03-01
2024-03-01 09:55:00,15,67.3111596766847,13.203849299098769,Green,Rain,0,Low,9,Friday,2024-03-01
2024-03-01 10:00:00,278,28.518028431677216,28.7186765842534,Green,Fog,0,High,10,Friday,2024-03-01
2024-03-01 10:05:00,75,31.67768583198824,92.50525311080406,Yellow,Fog,0,High,10,Friday,2024-03-01
2024-03-01 10:10:00,292,59.45207757991675,51.56113099424922,Green,Fog,0,High,10,Friday,2024-03-01
2024-03-01 10:15:00,215,39.24161422965986,29.919030649414776,Red,Clear,0,High,10,Friday,2024-03-01
2024-03-01 10:20:00,253,59.74660145760081,90.5367424606657,Yellow,Fog,0,High,10,Friday,2024-03-01
2024-03-01 10:25:00,33,35.19627397009948,34.06793592984471,Green,Fog,0,Medium,10,Friday,2024-03-01
2024-03-01 10:30:00,297,78.01290238592881,83.26241439501688,Yellow,Clear,0,High,10,Friday,2024-03-01
2024-03-01 10:35:00,63,60.2709600040544,54.37350861164193,Red,Clear,0,Medium,10,Friday,2024-03-01
2024-03-01 10:40:00,270,77.95779564182008,58.62122881471962,Green,Clear,0,High,10,Friday,2024-03-01
2024-03-01 10:45:00,95,10.43845427438752,64.70547307334033,Green,Rain,0,High,10,Friday,2024-03-01
2024-03-01 10:50:00,67,7.826150732085058,46.389211598274464,Yellow,Fog,0,High,10,Friday,2024-03-01
2024-03-01 10:55:00,141,33.17366066975626,93.78414582919474,Green,Rain,0,High,10,Friday,2024-03-01
2024-03-01 11:00:00,50,8.577491030635171,22.39656928102928,Red,Rain,0,High,11,Friday,2024-03-01
2024-03-01 11:05:00,157,45.98121970862078,19.43475920469345,Red,Fog,0,Medium,11,Friday,2024-03-01
2024-03-01 11:10:00,264,50.588270635152575,80.20344600879679,Green,Rain,0,High,11,Friday,2024-03-01
2024-03-01 11:15:00,34,71.80748883612716,98.92023463504296,Yellow,Rain,0,High,11,Friday,2024-03-01
2024-03-01 11:20:00,17,62.8997728640144,91.61402482189207,Red,Clear,0,High,11,Friday,2024-03-01
2024-03-01 11:25:00,182,6.367202104047569,75.29948693048054,Green,Fog,0,High,11,Friday,2024-03-01
2024-03-01 11:30:00,95,63.46348013435261,86.91552717071048,Red,Clear,0,High,11,Friday,2024-03-01
2024-03-01 11:35:00,83,22.0821080946198,61.51271147909284,Yellow,Clear,0,Medium,11,Friday,2024-03-01
2024-03-01 11:40:00,118,26.41595955295364,87.91615527225075,Yellow,Clear,0,High,11,Friday,2024-03-01
2024-03-01 11:45:00,144,20.95659227290061,22.140203400314785,Yellow,Rain,0,Medium,11,Friday,2024-03-01
2024-03-01 11:50:00,246,23.076437391773748,39.832625086605546,Green,Rain,0,High,11,Friday,2024-03-01
2024-03-01 11:55:00,242,61.86963711072561,82.37527920587178,Yellow,Rain,0,High,11,Friday,2024-03-01
2024-03-01 12:00:00,222,70.61329035096894,67.36210966433154,Yellow,Rain,0,High,12,Friday,2024-03-01
2024-03-01 12:05:00,26,66.98761413997167,19.539172723060226,Yellow,Rain,0,Low,12,Friday,2024-03-01
2024-03-01 12:10:00,162,51.233049697077234,25.63114296428909,Green,Fog,0,Medium,12,Friday,2024-03-01
2024-03-01 12:15:00,136,66.50782863289058,78.9760024376244,Yellow,Clear,0,Medium,12,Friday,2024-03-01
2024-03-01 12:20:00,178,60.42403392767754,84.94558998783658,Yellow,Rain,0,High,12,Friday,2024-03-01
2024-03-01 12:25:00,235,51.23787256432476,51.44183771456356,Red,Fog,0,High,12,Friday,2024-03-01
2024-03-01 12:30:00,82,8.391078760612572,95.64158686981968,Green,Fog,0,High,12,Friday,2024-03-01
2024-03-01 12:35:00,148,32.88128577237697,25.805134561411688,Green,Clear,0,Medium,12,Friday,2024-03-01
2024-03-01 12:40:00,94,45.355706388631305,22.0163406993575,Green,Rain,0,Low,12,Friday,2024-03-01
2024-03-01 12:45:00,31,46.90658566050148,15.854779656766327,Yellow,Rain,0,Low,12,Friday,2024-03-01
2024-03-01 12:50:00,57,70.1666836902009,67.02550793200521,Yellow,Fog,0,Medium,12,Friday,2024-03-01
2024-03-01 12:55:00,10,22.39622337349493,28.158568973691622,Red,Rain,0,Medium,12,Friday,2024-03-01
2024-03-01 13:00:00,117,13.860426109400112,56.22125280494099,Red,Rain,0,High,13,Friday,2024-03-01
2024-03-01 13:05:00,35,65.84564853553968,23.241878760657382,Green,Rain,0,Low,13,Friday,2024-03-01
2024-03-01 13:10:00,204,21.9200093178488,97.4613910714479,Red,Clear,0,High,13,Friday,2024-03-01
2024-03-01 13:15:00,77,61.48314556874728,32.247833030944925,Red,Clear,0,Low,13,Friday,2024-03-01
2024-03-01 13:20:00,92,41.95808693885725,55.15870682912576,Yellow,Clear,0,Medium,13,Friday,2024-03-01
2024-03-01 13:25:00,184,79.70651391031504,80.27996193835567,Green,Fog,0,High,13,Friday,2024-03-01
2024-03-01 13:30:00,85,57.6562929900748,85.31252671937168,Green,Rain,0,High,13,Friday,2024-03-01
2024-03-01 13:35:00,108,36.61516025594659,12.846673324522587,Green,Rain,0,Medium,13,Friday,2024-03-01
2024-03-01 13:40:00,205,47.23930641925332,55.97211962002024,Green,Fog,0,High,13,Friday,2024-03-01
2024-03-01 13:45:00,142,20.098107844593383,87.88753572675188,Red,Fog,0,High,13,Friday,2024-03-01
2024-03-01 13:50:00,41,40.17684503081773,60.16763326032515,Yellow,Fog,1,High,13,Friday,2024-03-01
2024-03-01 13:55:00,232,63.62026528920477,12.97631722418732,Red,Fog,0,High,13,Friday,2024-03-01
2024-03-01 14:00:00,91,64.04893291199755,45.86504275367251,Green,Fog,0,Low,14,Friday,2024-03-01
2024-03-01 14:05:00,244,26.816419125377333,78.8658423907391,Yellow,Fog,0,High,14,Friday,2024-03-01
2024-03-01 14:10:00,80,53.01306142404585,14.957970282353305,Red,Rain,0,Low,14,Friday,2024-03-01
2024-03-01 14:15:00,195,68.06853826483672,75.07709229585133,Yellow,Fog,0,Medium,14,Friday,2024-03-01
2024-03-01 14:20:00,66,21.97006630504232,50.438636843077646,Green,Fog,0,Medium,14,Friday,2024-03-01
2024-03-01 14:25:00,228,32.618763075795826,32.50386147727101,Green,Clear,0,High,14,Friday,2024-03-01
2024-03-01 14:30:00,159,6.363447653535468,53.80978305611634,Red,Fog,0,High,14,Friday,2024-03-01
2024-03-01 14:35:00,136,16.838256514919735,61.3961242904268,Yellow,Clear,0,High,14,Friday,2024-03-01
2024-03-01 14:40:00,53,53.59934560769119,74.13039979530065,Yellow,Fog,0,Medium,14,Friday,2024-03-01
2024-03-01 14:45:00,104,20.3973254691598,75.48181031052104,Green,Rain,0,Medium,14,Friday,2024-03-01
2024-03-01 14:50:00,34,32.583208380286976,15.948245255629292,Yellow,Clear,0,Medium,14,Friday,2024-03-01
2024-03-01 14:55:00,194,21.56827502467208,83.30526861339179,Yellow,Clear,0,High,14,Friday,2024-03-01
2024-03-01 15:00:00,142,78.89325129467325,49.33975346518704,Green,Rain,1,High,15,Friday,2024-03-01
2024-03-01 15:05:00,95,65.26774176329417,52.25810507274328,Red,Rain,0,Medium,15,Friday,2024-03-01
2024-03-01 15:10:00,294,31.498881087157567,14.453751117307489,Red,Fog,0,High,15,Friday,2024-03-01
2024-03-01 15:15:00,215,55.063061731591766,29.79492562225426,Green,Fog,0,High,15,Friday,2024-03-01
2024-03-01 15:20:00,13,77.59872000261822,33.85298580375221,Yellow,Clear,0,Low,15,Friday,2024-03-01
2024-03-01 15:25:00,118,76.5690118723237,31.02173610589793,Green,Rain,0,Medium,15,Friday,2024-03-01
2024-03-01 15:30:00,110,20.651649334895417,58.64893772058527,Green,Clear,0,Medium,15,Friday,2024-03-01
2024-03-01 15:35:00,12,64.92015491458636,69.54134577239114,Red,Rain,0,Medium,15,Friday,2024-03-01
2024-03-01 15:40:00,63,24.849716439979005,83.05890084740203,Red,Fog,0,High,15,Friday,2024-03-01
2024-03-01 15:45:00,199,60.54843006897954,97.3655751891216,Green,Rain,0,High,15,Friday,2024-03-01
2024-03-01 15:50:00,37,47.74685896267818,22.957019620667083,Yellow,Rain,0,Low,15,Friday,2024-03-01
2024-03-01 15:55:00,104,28.135767277979262,45.91061291206135,Green,Rain,0,Medium,15,Friday,2024-03-01
2024-03-01 16:00:00,116,7.47828487461223,71.2433323940894,Green,Clear,0,High,16,Friday,2024-03-01
2024-03-01 16:05:00,249,30.59631934285573,20.56855418987161,Yellow,Rain,0,High,16,Friday,2024-03-01
2024-03-01 16:10:00,269,31.83355520943492,36.3372479097319,Green,Fog,0,High,16,Friday,2024-03-01
2024-03-01 16:15:00,250,77.13550006767571,99.0171310512946,Green,Fog,0,High,16,Friday,2024-03-01
2024-03-01 16:20:00,15,61.36530197385905,72.05701124408911,Green,Clear,0,Medium,16,Friday,2024-03-01
2024-03-01 16:25:00,192,73.93974325093795,12.633882771323131,Yellow,Fog,0,Medium,16,Friday,2024-03-01
2024-03-01 16:30:00,50,20.475197471930585,16.11175208607943,Yellow,Fog,0,Medium,16,Friday,2024-03-01
2024-03-01 16:35:00,124,58.79297410906148,65.30816588186156,Yellow,Fog,1,High,16,Friday,2024-03-01
2024-03-01 16:40:00,270,70.97091127618131,22.741598021827205,Yellow,Fog,0,High,16,Friday,2024-03-01
2024-03-01 16:45:00,211,66.15027592137753,87.83975967706691,Green,Rain,0,High,16,Friday,2024-03-01
2024-03-01 16:50:00,107,13.897333263037766,75.36792108872922,Green,Fog,0,High,16,Friday,2024-03-01
2024-03-01 16:55:00,200,54.69261097906136,12.380777303994664,Green,Rain,0,Medium,16,Friday,2024-03-01
2024-03-01 17:00:00,181,28.880403086189943,95.77905930157084,Red,Clear,0,High,17,Friday,2024-03-01
2024-03-01 17:05:00,218,10.501695127830846,58.84161040568593,Green,Rain,0,High,17,Friday,2024-03-01
2024-03-01 17:10:00,200,14.596931157884972,89.19579095603365,Yellow,Rain,0,High,17,Friday,2024-03-01
2024-03-01 17:15:00,141,16.074459725404576,36.18461682298337,Green,Fog,0,High,17,Friday,2024-03-01
2024-03-01 17:20:00,280,30.10214206361304,54.79801298883884,Red,Rain,1,High,17,Friday,2024-03-01
2024-03-01 17:25:00,139,35.71376243698894,37.18963227252017,Yellow,Fog,0,Medium,17,Friday,2024-03-01
2024-03-01 17:30:00,148,66.57881132438308,60.63315081092194,Green,Fog,0,Medium,17,Friday,2024-03-01
2024-03-01 17:35:00,59,56.77686834681478,71.98587522401539,Red,Fog,0,Medium,17,Friday,2024-03-01
2024-03-01 17:40:00,198,71.47606611424587,54.51005432416676,Yellow,Fog,0,Medium,17,Friday,2024-03-01
2024-03-01 17:45:00,60,39.37396262929671,35.03126704909901,Yellow,Rain,0,Medium,17,Friday,2024-03-01
2024-03-01 17:50:00,293,41.92314979469055,55.96665151217265,Red,Clear,0,High,17,Friday,2024-03-01
2024-03-01 17:55:00,237,62.134654348708615,33.12226927828063,Red,Rain,0,High,17,Friday,2024-03-01
2024-03-01 18:00:00,273,10.243463412041615,19.595822105288363,Red,Rain,0,High,18,Friday,2024-03-01
2024-03-01 18:05:00,281,67.0602896883617,11.958625166600145,Red,Fog,0,High,18,Friday,2024-03-01
2024-03-01 18:10:00,188,63.70831041401789,33.77928152546354,Yellow,Fog,0,Medium,18,Friday,2024-03-01
2024-03-01 18:15:00,168,53.18705506758885,13.811152017148975,Green,Clear,0,Medium,18,Friday,2024-03-01
2024-03-01 18:20:00,47,45.41416810838614,18.961618275160436,Green,Fog,0,Low,18,Friday,2024-03-01
2024-03-01 18:25:00,92,47.89836752024554,78.49487683614473,Green,Clear,0,Medium,18,Friday,2024-03-01
2024-03-01 18:30:00,194,72.79015227833867,71.73004123201478,Red,Clear,0,Medium,18,Friday,2024-03-01
2024-03-01 18:35:00,39,77.16271036574354,34.01466942938897,Red,Fog,0,Low,18,Friday,2024-03-01
2024-03-01 18:40:00,218,70.26360126406288,33.0920935235306,Red,Clear,0,High,18,Friday,2024-03-01
2024-03-01 18:45:00,265,33.91326027447008,69.92568643802707,Green,Fog,1,High,18,Friday,2024-03-01
2024-03-01 18:50:00,76,30.071477529215063,98.30099756851124,Yellow,Rain,0,High,18,Friday,2024-03-01
2024-03-01 18:55:00,199,68.37326641201415,67.04670330736195,Green,Fog,0,Medium,18,Friday,2024-03-01
2024-03-01 19:00:00,244,10.108864530388775,35.136939243515165,Green,Fog,0,High,19,Friday,2024-03-01
2024-03-01 19:05:00,88,53.44446564013458,22.971806625078404,Yellow,Fog,0,Low,19,Friday,2024-03-01
2024-03-01 19:10:00,64,29.9230047544582,41.85638637343625,Yellow,Fog,0,Medium,19,Friday,2024-03-01
2024-03-01 19:15:00,155,78.48787837001066,16.71366632359051,Yellow,Fog,0,Medium,19,Friday,2024-03-01
2024-03-01 19:20:00,234,24.50354781052497,26.468457138611537,Red,Rain,0,High,19,Friday,2024-03-01
2024-03-01 19:25:00,177,23.04899408480023,23.666915575315823,Red,Fog,0,Medium,19,Friday,2024-03-01
2024-03-01 19:30:00,259,74.39700522151895,55.23424619438101,Red,Rain,0,High,19,Friday,2024-03-01
2024-03-01 19:35:00,244,23.32228369465584,97.9137365103581,Red,Clear,0,High,19,Friday,2024-03-01
2024-03-01 19:40:00,188,52.96548070471059,11.750009797127952,Yellow,Fog,0,Medium,19,Friday,2024-03-01
2024-03-01 19:45:00,100,9.437356463521771,10.803855749080402,Yellow,Rain,0,High,19,Friday,2024-03-01
2024-03-01 19:50:00,196,71.14153113036716,33.4663367334719,Yellow,Fog,0,Medium,19,Friday,2024-03-01
2024-03-01 19:55:00,293,36.37910796765543,82.96993724089343,Yellow,Rain,0,High,19,Friday,2024-03-01
2024-03-01 20:00:00,165,44.7944593128416,20.384731738784176,Red,Clear,0,Medium,20,Friday,2024-03-01
2024-03-01 20:05:00,226,23.18650328161951,19.06097828284093,Red,Rain,0,High,20,Friday,2024-03-01
2024-03-01 20:10:00,280,51.71736224978542,69.02413496218195,Green,Rain,0,High,20,Friday,2024-03-01
2024-03-01 20:15:00,144,67.93592604394976,86.28008012262629,Yellow,Rain,0,High,20,Friday,2024-03-01
2024-03-01 20:20:00,11,55.170823911518205,83.70923594318577,Green,Rain,0,High,20,Friday,2024-03-01
